300	266
191	165	148
195	167	153
192	164	152
193	164	150
197	164	147
198	167	149
203	170	153
204	171	154
203	170	151
202	167	148
198	161	142
194	155	138
188	146	130
182	141	123
178	135	118
172	129	113
167	125	111
160	121	106
151	109	95
138	94	83
122	75	65
107	65	53
93	63	52
68	48	37
59	39	32
65	45	38
59	40	33
52	33	26
70	51	44
80	63	45
85	68	52
81	62	47
72	53	38
70	51	37
70	51	37
74	46	32
87	50	31
91	59	34
66	38	24
58	38	31
62	47	40
55	42	34
47	34	28
39	28	22
43	33	24
58	42	29
74	55	38
66	47	30
62	44	34
54	37	30
53	36	29
59	42	34
58	41	31
58	44	33
60	45	24
45	32	23
28	17	15
43	17	16
112	74	53
132	101	70
69	37	26
52	32	25
37	24	18
28	19	14
22	17	14
22	18	15
34	25	18
54	39	32
59	39	30
56	39	29
62	40	27
66	44	33
40	27	19
37	28	23
30	25	21
22	21	17
19	18	14
32	25	19
71	54	38
105	85	58
74	57	41
36	29	21
22	23	17
22	21	16
24	25	20
26	27	22
35	34	30
34	33	29
26	25	21
27	26	22
28	27	23
29	28	26
28	28	26
31	32	27
34	35	30
34	35	30
35	34	30
34	35	30
33	34	29
56	57	51
74	75	69
98	99	91
111	116	109
114	115	110
114	114	112
111	113	112
111	113	110
114	115	110
116	115	110
118	120	115
124	125	119
114	115	110
88	88	86
88	90	89
91	93	92
90	92	91
91	93	92
94	94	94
93	95	92
89	89	89
102	100	103
20	20	20
5	6	8
5	9	12
6	9	14
7	8	12
5	6	8
4	4	4
4	4	4
7	7	7
17	17	17
6	6	6
3	5	4
4	6	5
5	6	8
11	12	14
15	17	16
6	8	7
1	1	1
1	1	1
14	16	15
30	36	34
7	16	15
7	12	15
7	12	15
8	12	13
30	38	41
46	52	52
21	25	24
5	5	5
24	21	14
15	16	8
3	1	2
2	2	2
6	6	6
7	7	7
4	4	4
5	5	5
6	6	6
6	6	6
5	5	5
8	8	8
7	7	7
6	6	6
7	9	8
7	9	8
6	8	7
7	9	8
6	8	7
7	9	8
9	11	10
14	16	15
9	11	10
7	9	8
5	7	6
3	5	4
6	8	7
6	12	12
10	15	19
11	15	24
19	23	32
22	27	33
25	28	33
47	41	41
59	46	38
66	49	39
64	50	41
51	47	38
52	47	41
48	43	39
40	39	35
45	40	36
53	44	35
54	39	34
76	61	54
83	75	64
66	52	43
89	74	67
121	109	97
109	92	76
98	72	55
108	76	51
114	82	61
112	94	72
106	81	61
112	71	51
114	77	50
75	48	31
34	16	14
61	37	33
118	98	91
99	79	70
70	46	34
65	37	25
52	28	18
44	24	17
47	26	21
51	28	20
46	26	19
49	30	24
46	29	22
42	23	17
37	22	19
28	20	17
36	22	19
80	35	29
100	30	28
108	26	30
96	24	28
73	22	21
58	23	21
57	26	21
63	29	19
66	33	24
62	34	23
55	35	24
56	37	30
69	44	39
66	39	30
72	40	29
96	48	38
124	67	58
139	89	78
151	104	94
157	114	105
165	121	112
172	126	113
177	134	117
182	140	124
187	143	130
191	149	135
194	157	141
195	162	143
197	164	145
199	162	143
198	161	142
195	160	141
191	158	141
191	153	140
188	150	137
187	149	136
188	150	137
187	151	135
185	148	132
182	143	128
180	138	124
180	128	117
184	117	111
185	105	106
192	99	109
202	97	111
204	102	113
208	113	119
208	118	128
201	119	123
206	138	73
216	169	21
221	178	14
221	176	12
222	176	5
225	182	8
240	202	33
249	215	47
247	216	47
244	214	42
239	207	36
235	197	26
230	182	24
217	164	26
208	147	40
201	138	58
195	138	83
192	143	110
193	148	127
193	153	141
196	159	153
195	156	149
195	156	141
193	160	145
192	163	145
194	166	145
196	165	145
195	162	145
198	165	148
202	166	150
200	167	150
202	169	152
202	169	152
203	168	149
198	163	144
194	157	139
189	150	135
183	141	129
177	135	121
173	130	114
165	123	109
158	119	104
152	110	94
137	94	78
119	75	64
100	62	49
83	51	38
66	43	35
45	32	23
51	38	29
53	40	31
58	43	36
63	46	36
80	67	51
87	70	50
93	74	57
77	58	43
70	52	38
72	56	41
73	51	38
75	46	30
84	49	29
86	54	33
62	35	24
53	34	28
56	41	36
54	41	33
47	34	26
44	31	23
50	37	28
61	44	34
58	40	26
56	36	25
50	33	26
44	29	22
55	38	30
51	32	25
60	40	33
65	47	33
54	34	23
39	24	17
52	29	21
75	38	29
116	80	56
132	108	74
72	39	24
47	27	20
40	27	21
32	21	17
26	16	15
25	17	15
32	23	18
43	32	28
41	26	21
55	38	28
64	40	28
66	42	32
41	28	20
35	31	22
28	25	18
23	18	15
24	16	14
33	24	19
68	52	39
96	80	54
68	52	36
36	29	21
24	23	19
24	23	18
26	27	22
25	26	21
30	29	25
37	36	32
29	28	24
27	26	22
28	27	25
29	28	26
29	28	26
31	32	27
34	35	30
34	35	30
34	35	30
34	35	30
35	36	31
60	61	55
75	78	71
103	104	98
116	117	112
114	115	110
114	114	112
114	114	112
112	114	111
112	114	111
114	115	110
119	122	115
123	126	119
111	112	107
86	88	87
91	92	94
91	93	92
91	93	92
93	95	92
96	96	94
93	93	91
91	91	89
102	100	101
21	21	21
6	7	11
5	8	13
5	8	13
6	7	11
4	4	4
2	2	2
3	3	3
4	4	4
17	17	17
6	6	6
4	6	5
4	6	5
6	7	9
15	16	18
7	9	8
5	5	7
3	3	3
0	0	0
10	10	10
18	18	18
3	7	8
5	11	11
6	10	13
7	11	12
22	27	31
42	48	48
21	25	24
6	6	8
17	16	12
17	18	12
4	2	3
3	3	3
4	4	4
7	7	7
5	5	5
5	5	5
6	6	6
7	7	7
5	5	5
6	6	6
8	8	8
8	8	8
7	9	8
7	9	8
7	9	8
7	9	8
8	10	9
10	12	11
13	15	14
8	10	9
7	9	8
8	10	9
6	6	6
8	8	8
6	6	6
9	7	10
15	16	21
14	18	29
20	27	37
25	28	35
32	31	36
50	41	42
56	41	34
56	37	30
60	45	38
86	87	79
56	59	52
46	47	39
45	46	41
44	40	37
39	39	31
42	28	25
68	53	46
81	72	63
65	48	41
111	92	86
131	114	104
117	96	77
119	89	63
115	82	51
120	94	71
117	102	81
115	84	64
125	87	64
106	75	47
52	30	19
41	22	15
83	58	51
116	98	88
93	72	67
61	36	31
59	35	23
55	31	21
42	23	17
41	22	18
47	29	19
55	31	27
53	32	27
52	32	25
45	24	19
35	21	20
33	19	16
70	26	25
117	39	35
125	30	28
123	27	28
101	23	23
75	22	18
59	24	20
60	26	24
64	29	23
68	34	24
69	37	26
71	44	35
68	45	37
67	40	29
68	40	28
72	43	29
91	48	39
110	60	53
122	69	61
137	87	78
147	103	92
154	110	97
165	117	103
171	124	108
174	131	115
177	137	125
184	146	133
191	155	139
193	160	143
194	161	142
197	160	142
197	160	142
193	158	139
191	154	136
187	151	135
185	149	137
185	147	136
186	147	132
186	147	132
186	148	135
187	151	139
184	150	138
184	142	130
185	132	124
187	124	119
190	112	112
195	104	109
204	108	112
207	111	113
205	115	125
200	113	121
202	129	86
216	164	26
221	178	11
223	179	12
224	182	12
234	196	27
238	207	38
238	201	32
231	187	26
220	172	28
209	155	31
201	138	41
196	133	66
191	137	91
191	147	122
192	153	136
198	160	151
200	163	155
198	164	154
199	162	153
200	162	151
197	161	147
196	160	146
194	158	144
193	159	147
194	161	146
194	161	142
195	162	143
199	164	145
203	165	152
202	165	149
203	166	150
202	165	147
200	163	147
195	158	142
190	153	137
185	148	132
179	140	125
174	132	120
169	126	110
161	119	105
149	112	96
135	98	80
119	77	63
99	56	47
84	46	35
74	48	35
62	37	32
44	29	22
48	38	28
53	38	31
59	42	34
66	53	37
96	81	62
94	77	59
91	75	59
80	62	48
78	60	48
75	59	46
76	53	39
77	44	29
82	47	28
80	48	33
53	29	19
43	28	21
48	35	27
53	40	31
51	36	29
50	35	28
53	39	30
46	28	24
46	27	21
52	31	26
46	29	21
57	41	28
62	44	34
50	33	25
66	49	39
65	45	34
41	28	22
38	23	20
67	40	29
85	54	36
115	88	58
141	122	82
74	40	28
47	27	20
46	33	27
38	27	21
29	18	16
26	16	14
37	28	21
33	26	20
26	18	15
47	32	25
70	43	34
73	43	35
52	31	26
36	27	22
27	24	19
20	17	12
22	18	15
32	22	20
62	45	38
86	70	47
62	46	31
37	28	23
28	24	23
26	23	18
25	24	20
26	25	21
27	26	22
35	34	30
32	31	27
26	25	21
28	27	25
29	28	26
30	29	27
32	31	27
35	34	30
35	36	31
35	36	31
34	33	29
38	37	33
64	63	58
77	78	72
104	105	100
116	117	112
114	115	109
114	115	109
114	115	109
112	114	109
110	115	111
115	115	113
118	121	114
122	123	117
104	105	100
86	86	84
95	96	98
92	93	95
91	93	92
92	94	93
94	94	94
89	89	87
94	94	92
104	104	104
20	20	22
5	6	10
5	8	13
5	9	12
6	7	9
4	4	4
0	0	0
0	0	0
7	7	7
17	17	17
6	6	6
5	5	5
4	6	5
11	12	14
13	15	14
4	6	5
6	6	6
2	2	2
1	1	1
2	2	2
4	4	6
8	12	13
10	18	20
6	14	16
6	12	12
10	13	18
27	32	35
24	30	28
6	6	8
9	9	7
17	18	13
6	4	5
3	3	3
3	3	3
6	6	6
6	6	6
5	5	5
6	6	6
7	7	7
5	5	5
5	5	5
8	8	8
8	8	8
6	6	6
6	8	7
6	8	7
5	7	6
10	12	11
15	17	16
11	13	12
8	10	9
8	10	9
9	9	9
6	6	6
8	8	8
8	6	7
10	8	9
13	14	16
12	15	20
26	27	32
37	33	34
51	41	40
67	54	48
62	48	37
59	38	33
63	44	40
98	94	91
56	57	52
49	46	39
42	42	34
43	38	35
33	32	28
32	24	21
61	50	44
80	67	59
76	51	47
115	86	80
137	111	94
136	115	86
133	106	76
119	85	58
133	115	93
126	104	83
133	96	70
140	109	78
86	65	38
42	25	18
62	38	28
107	81	64
110	97	80
71	52	45
49	25	21
55	33	22
58	34	24
42	23	17
38	20	16
57	34	26
55	30	25
58	33	29
50	31	24
35	20	13
24	19	15
41	17	13
103	35	32
139	41	40
137	24	30
131	25	29
111	23	22
91	21	21
73	24	20
66	27	20
65	30	24
71	37	28
82	44	33
100	68	53
88	61	44
76	44	33
78	44	32
90	57	42
103	70	53
98	59	44
105	55	44
120	66	56
136	84	71
144	96	82
154	108	95
163	116	106
169	125	116
174	132	118
180	141	126
185	149	133
189	156	139
191	158	141
194	158	142
195	159	143
192	159	142
190	155	136
184	151	134
182	149	134
183	147	133
183	144	127
182	143	126
182	144	131
184	147	139
186	149	140
189	149	139
188	148	138
189	142	132
190	136	124
191	127	117
200	117	113
205	117	115
203	119	119
197	122	119
191	125	93
212	157	38
220	173	9
218	175	11
216	174	14
216	169	21
211	156	27
205	144	37
196	133	54
187	127	73
179	129	92
186	138	116
193	151	137
195	163	150
199	166	157
199	169	158
200	168	157
201	165	153
201	163	152
200	160	150
199	159	147
197	159	146
197	154	145
195	153	141
194	155	140
195	157	144
197	161	147
199	163	149
201	165	151
202	166	152
202	165	149
202	165	149
200	163	147
196	159	143
192	155	139
186	149	133
180	143	127
173	136	120
170	128	116
161	119	103
155	111	98
140	96	85
119	75	62
98	56	44
84	46	37
81	47	37
75	53	40
58	33	28
52	31	26
45	30	23
44	27	20
53	36	26
68	51	35
92	75	55
83	66	50
81	65	50
82	66	53
83	65	53
78	60	46
83	55	41
79	41	28
81	41	29
74	46	32
46	26	17
44	29	24
48	33	26
54	37	29
53	38	31
55	40	33
52	38	29
42	27	22
47	32	25
46	29	22
46	29	19
58	40	28
59	37	26
68	50	40
79	63	48
60	36	32
30	19	15
45	27	23
81	57	47
99	73	60
111	83	61
142	122	85
84	51	32
54	30	26
37	26	20
35	26	19
35	26	21
30	21	16
38	29	22
27	19	16
21	13	11
40	27	21
70	43	36
82	49	40
65	40	35
35	24	22
27	22	19
23	20	15
24	21	16
33	25	22
56	38	34
81	62	45
59	41	29
36	25	23
28	24	23
27	23	20
28	24	21
29	25	24
28	24	21
30	29	25
33	32	28
28	27	23
27	27	25
29	29	27
31	31	29
35	31	28
35	34	30
35	36	31
36	35	31
33	32	28
43	39	36
68	67	62
81	82	76
106	109	102
112	117	110
113	115	110
113	114	109
111	113	108
113	114	109
115	114	110
115	116	111
121	122	116
123	124	118
102	103	97
86	87	82
95	95	95
91	91	93
91	91	93
92	92	94
90	92	91
89	89	87
92	92	90
103	103	103
19	20	22
4	8	11
6	9	14
4	8	11
4	5	7
3	3	3
2	2	2
4	4	4
16	16	16
15	15	15
4	4	4
5	5	5
5	7	6
15	16	18
9	11	10
6	6	6
4	4	2
2	2	0
2	2	2
1	3	2
11	15	16
36	41	44
50	60	62
31	45	46
8	18	19
6	10	13
7	12	15
14	20	18
9	9	9
8	8	8
16	16	14
5	5	3
3	3	3
4	4	4
6	6	6
6	6	6
5	5	5
5	5	5
5	5	5
5	5	5
6	6	6
7	7	7
9	9	9
8	8	8
7	7	7
6	8	7
8	10	9
13	15	14
12	14	13
7	9	8
8	10	9
8	10	9
8	8	8
5	5	5
7	7	7
7	7	7
7	8	10
12	14	13
22	24	23
39	38	36
54	46	43
56	49	43
100	96	87
130	130	118
52	41	37
60	39	36
54	36	32
48	33	30
43	29	26
42	37	33
38	34	31
32	29	24
31	23	20
67	53	52
88	73	66
88	68	57
140	122	102
154	135	105
147	124	92
129	98	69
126	95	74
140	125	106
131	104	83
153	116	87
137	108	74
74	52	29
50	26	22
91	58	49
125	104	87
87	74	58
50	31	25
43	24	20
45	26	19
56	33	25
49	26	20
45	24	19
62	39	31
58	34	24
61	36	29
47	24	18
43	18	13
58	19	20
85	19	23
124	34	34
135	41	33
138	25	27
143	30	34
130	25	29
113	21	26
95	21	22
75	24	20
68	27	23
73	36	27
95	52	43
109	76	59
106	78	57
107	70	54
101	62	45
102	67	48
101	70	52
94	59	40
91	52	37
97	51	38
112	58	48
132	75	66
147	94	88
154	107	99
162	118	109
170	126	113
173	134	119
178	142	126
183	150	133
190	154	138
191	155	139
193	156	138
194	157	139
187	155	140
184	151	134
183	147	131
182	147	128
180	145	126
179	143	127
179	141	128
181	143	130
182	144	133
186	146	136
190	153	144
192	152	142
194	152	138
195	149	133
199	137	126
200	132	123
197	133	124
190	130	120
188	129	111
203	148	66
204	152	30
197	146	29
189	136	44
190	130	67
185	130	91
183	131	107
183	135	121
186	144	132
189	153	141
196	160	144
201	165	149
202	168	156
206	170	156
205	167	156
203	166	157
201	165	151
200	163	147
198	160	147
198	160	149
196	156	148
193	153	141
191	154	138
191	155	139
196	163	148
198	165	150
198	165	148
199	166	147
198	167	147
198	165	148
198	165	148
197	161	145
191	156	137
188	151	132
182	145	126
177	138	123
169	129	117
161	123	110
150	113	95
139	97	83
121	73	63
102	54	44
81	41	31
72	42	31
77	54	40
68	50	36
54	36	26
48	29	23
44	27	20
36	23	17
43	29	20
73	55	41
102	83	66
80	54	39
74	52	38
78	58	47
75	57	45
68	49	35
77	49	35
77	41	27
77	41	27
68	41	24
48	28	19
53	40	34
49	34	29
51	34	27
56	42	33
60	43	33
59	41	27
56	38	28
59	45	36
45	28	21
48	30	20
64	41	27
78	52	37
92	68	56
76	54	43
47	28	24
29	18	14
43	30	21
88	74	61
99	81	69
95	63	48
137	114	80
101	74	53
50	30	23
32	23	18
31	24	18
39	28	24
41	27	24
40	27	21
30	19	17
26	15	13
40	22	20
62	37	30
83	53	43
69	44	37
35	24	22
25	19	19
25	20	16
30	23	17
33	28	22
55	38	31
77	56	39
54	36	26
30	22	19
22	21	19
23	22	18
29	25	22
30	26	25
27	23	20
27	26	22
32	31	27
31	32	27
27	28	23
29	29	27
32	31	29
33	32	28
35	34	30
35	36	31
34	35	30
32	31	27
45	44	40
68	69	63
84	85	79
109	110	104
113	115	110
112	114	111
112	112	110
112	112	110
114	115	110
114	115	110
115	116	110
123	124	119
121	122	116
99	100	94
88	89	84
94	94	94
92	92	92
93	93	95
90	90	92
89	91	90
93	93	93
94	94	94
103	103	103
21	22	24
4	8	11
5	8	13
4	8	11
4	6	5
4	4	2
5	5	5
11	11	11
14	14	14
8	8	8
3	3	3
6	6	6
10	12	11
13	14	16
6	7	9
5	5	5
3	3	5
0	1	3
2	2	2
4	4	4
23	25	24
31	31	31
39	41	40
57	68	64
17	28	30
7	11	12
7	12	15
5	9	10
6	6	6
6	6	6
21	21	19
13	13	13
2	2	2
4	4	4
5	5	5
5	5	5
5	5	5
5	5	5
6	6	6
7	7	7
5	5	5
6	6	6
8	8	8
9	9	9
7	7	7
5	5	5
7	9	8
10	12	11
7	9	8
7	9	8
8	10	9
8	10	9
7	7	7
5	5	5
7	7	7
9	9	11
7	5	6
25	21	20
44	40	39
51	47	46
51	50	46
56	56	54
78	82	83
88	97	94
34	33	28
47	32	27
54	35	28
48	31	24
39	23	23
36	28	26
32	31	26
31	31	23
38	33	27
68	54	53
89	72	64
119	102	84
153	139	113
156	137	107
132	109	77
115	84	53
115	88	69
119	96	78
147	119	95
159	130	100
119	90	60
79	50	32
69	40	32
96	66	55
101	83	73
55	40	33
39	24	21
35	19	19
35	20	17
51	28	22
57	28	20
54	26	22
62	41	38
62	39	31
52	27	20
60	22	21
82	31	28
103	24	27
121	22	27
125	34	29
139	37	33
148	28	30
157	34	37
140	30	29
128	22	24
112	22	24
83	22	21
67	23	22
84	39	33
113	77	65
122	87	67
133	102	81
140	113	94
122	89	72
112	74	55
106	69	50
96	57	42
83	50	35
83	47	33
95	47	37
110	53	44
127	73	63
142	93	79
153	105	91
156	117	102
165	128	112
172	136	120
178	141	125
183	146	130
188	151	133
189	152	133
188	153	133
187	154	137
187	151	135
184	149	130
181	146	127
177	144	127
176	143	126
177	142	123
178	141	123
176	139	123
181	143	130
185	147	134
192	152	142
196	156	144
196	158	145
200	156	143
198	152	139
193	151	139
195	151	138
194	151	135
194	151	117
187	140	98
183	134	101
187	142	119
191	148	132
195	152	143
194	157	148
192	158	146
197	161	149
200	164	152
203	166	148
206	167	150
206	168	159
206	170	158
207	171	155
204	168	156
197	164	149
199	163	149
198	160	147
195	158	142
194	154	144
192	154	141
192	154	141
195	159	145
198	167	149
198	167	147
199	167	146
199	166	147
197	166	146
197	166	146
195	162	145
193	157	141
187	150	132
183	147	125
177	140	121
171	132	115
162	122	110
152	114	101
139	97	81
116	72	59
94	50	41
83	45	32
75	41	29
75	46	32
80	51	37
74	52	38
65	45	34
51	31	24
43	26	19
37	24	16
42	27	20
70	50	41
104	83	66
93	66	47
80	52	38
80	58	45
72	55	45
64	45	31
75	47	33
74	42	27
71	39	26
64	36	22
44	25	18
47	33	30
42	29	23
51	37	28
65	48	38
68	49	35
76	50	35
83	59	47
65	45	36
43	24	20
52	29	21
75	50	30
108	87	66
99	77	64
53	29	25
40	25	20
31	20	14
47	32	25
87	70	60
75	53	42
88	51	35
136	105	74
112	80	65
53	25	14
36	23	17
31	22	17
38	24	21
44	29	26
42	24	22
33	17	17
36	18	14
47	23	19
60	36	26
82	52	41
70	43	36
38	20	20
26	18	16
29	22	16
33	26	20
36	29	23
54	35	28
67	48	33
45	28	20
26	21	17
21	22	17
25	24	20
30	26	23
27	26	24
25	24	20
28	27	23
30	29	25
33	32	28
30	29	25
31	30	26
32	31	27
33	32	28
36	35	31
37	36	32
34	35	30
33	34	29
49	50	44
70	71	65
88	89	83
111	112	106
115	114	110
111	113	110
111	113	110
113	114	109
114	116	111
111	116	110
117	118	113
123	124	119
119	120	114
97	98	92
92	92	90
93	93	93
92	92	92
93	93	93
91	91	91
90	92	91
92	92	92
93	93	93
100	102	101
19	23	24
4	8	11
5	8	13
6	7	11
4	4	4
1	1	0
0	0	0
5	5	5
5	5	5
4	4	4
5	5	5
8	8	8
16	18	17
7	8	10
6	7	9
4	6	5
4	2	3
2	2	2
3	1	2
4	2	3
15	17	16
35	35	35
54	56	55
54	66	62
22	35	41
9	11	10
8	12	15
7	11	14
7	5	8
4	4	6
9	9	9
14	15	17
3	3	3
3	3	3
4	4	4
7	7	7
5	5	5
6	6	6
7	7	7
6	6	6
5	5	5
7	7	7
7	7	7
8	8	8
8	8	8
6	6	6
6	8	7
7	9	8
5	9	8
6	10	9
8	10	9
8	10	9
7	7	7
6	6	6
7	7	9
8	8	10
20	16	13
45	40	36
53	50	45
57	56	51
50	51	46
54	54	52
43	41	42
56	52	51
60	51	46
40	25	22
46	31	24
40	30	21
39	25	22
34	23	19
28	21	15
37	27	26
47	36	34
63	48	41
92	76	60
113	95	75
143	120	104
143	112	91
132	103	71
117	86	55
106	80	63
111	75	59
172	138	111
163	139	111
117	87	61
87	59	38
73	47	32
68	44	32
56	37	30
38	25	19
30	21	16
24	16	14
31	17	16
53	25	21
60	27	20
60	31	25
70	45	41
63	36	29
57	22	20
86	20	24
120	29	34
133	28	35
137	21	32
137	33	32
148	38	37
150	26	28
153	28	32
143	28	31
141	25	28
134	21	27
103	18	23
91	23	22
113	64	59
137	105	92
140	109	89
144	113	93
152	120	105
148	112	96
136	104	81
116	81	61
106	63	47
92	55	36
89	54	35
91	52	37
100	54	41
115	67	53
127	78	64
141	89	78
149	100	86
159	113	98
166	124	108
170	131	116
175	136	121
181	142	127
183	146	128
187	150	131
188	150	131
188	151	132
185	148	130
182	146	130
178	145	128
177	144	125
175	142	123
173	141	120
176	139	123
178	141	125
181	144	128
187	147	135
193	155	144
196	158	149
195	159	147
196	160	148
199	157	143
199	159	147
200	163	145
197	160	144
198	154	141
197	153	144
198	157	151
200	160	148
203	163	151
203	166	150
203	164	149
205	165	153
206	168	155
209	170	155
209	169	157
206	170	158
208	170	157
205	169	157
203	166	157
201	161	149
199	159	147
197	157	149
196	157	142
193	158	139
193	156	138
196	156	144
199	161	148
200	167	152
197	168	150
198	167	149
195	162	145
196	163	146
198	163	143
193	158	139
189	152	134
182	145	127
178	139	122
170	131	114
161	122	105
151	112	97
142	95	85
120	72	58
99	51	39
84	41	32
83	45	34
81	43	32
85	49	37
83	51	36
92	63	47
89	61	50
48	28	21
42	25	17
44	30	19
41	26	21
55	38	30
86	65	46
96	76	52
89	63	46
72	52	41
63	50	41
67	49	39
75	46	32
74	41	26
69	37	24
62	35	24
44	25	18
51	36	31
54	37	30
64	46	36
69	51	39
73	51	38
87	58	42
89	71	51
54	36	26
35	17	13
50	27	19
94	71	53
123	106	90
69	50	43
39	20	16
39	24	19
35	25	16
59	42	35
77	52	45
64	41	27
72	38	28
114	82	57
135	106	74
90	48	36
43	23	16
30	19	15
33	24	19
39	25	22
40	22	20
39	18	17
52	25	18
70	35	31
69	39	29
78	49	35
70	43	34
36	21	18
28	20	17
33	24	19
37	27	25
40	29	25
55	36	29
63	44	29
39	24	19
24	19	16
21	21	19
30	26	23
30	26	23
25	24	20
25	24	20
27	26	21
27	26	21
31	30	25
33	32	27
33	30	25
34	31	26
35	34	30
36	35	31
36	35	30
35	34	29
34	35	29
54	55	49
73	72	67
94	93	88
112	113	107
110	115	109
110	115	111
113	115	110
112	114	109
112	115	108
113	114	108
116	117	112
123	125	120
116	117	111
92	93	88
91	91	91
91	91	93
90	92	91
92	94	91
92	94	91
91	93	92
88	88	88
91	91	91
100	102	101
19	23	24
4	8	11
6	10	13
5	6	8
3	3	3
1	1	1
0	0	0
1	1	1
1	1	1
3	3	1
4	4	4
13	15	14
12	13	15
6	8	7
5	7	6
4	6	5
3	3	3
1	1	1
4	4	4
5	5	3
15	14	12
39	45	41
42	48	48
51	65	65
28	47	51
5	15	17
7	13	13
10	12	11
12	14	11
6	6	4
8	7	5
7	9	8
4	4	4
4	4	4
6	6	6
7	7	7
5	5	5
6	6	6
6	6	6
6	6	6
5	5	5
6	6	6
8	8	8
8	8	8
7	7	7
8	8	8
6	6	6
7	7	7
6	10	9
7	9	6
8	10	9
7	9	8
7	7	7
4	5	7
6	7	9
12	12	10
46	37	28
59	50	45
57	58	53
54	56	53
48	47	45
40	41	36
27	27	25
30	28	31
42	41	36
